id,first_name,last_name,dynasty,ship_id,status,home_planet,is_visible
,Pancras,Gabriels,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Verna,Utkin,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Pierce,Bloxham,None,starfall,Present and accounted for,Osiris,FALSE
,Orinda,Elder,Industry,centurion,Present and accounted for,Caelena,FALSE
,Nova,Ito,Hope,starfall,Present and accounted for,Osiris,FALSE
,Hall,Bonham,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Radcliff,Atwood,Strength,burro,Present and accounted for,Caelena,FALSE
,Lionel,Pilgrim,Defiance,immortal,Present and accounted for,Caelena,FALSE
,Rue,Tobin,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Amity,Stacey,None,starfall,Present and accounted for,Osiris,FALSE
,Sullivan,Georgeson,Purity,polaris,Present and accounted for,Osiris,FALSE
,Tomiko,Paterson,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Lyall,Dukes,Purity,immortal,Present and accounted for,Caelena,FALSE
,Bryce,Allan,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Grosvenor,Keighley,Strength,harbinger,Present and accounted for,Ellarion,FALSE
,Laurence,Bogdanov,Excellence,whirlwind,Present and accounted for,Caelena,FALSE
,Richardine,Jamison,Excellence,spectrum,Present and accounted for,Osiris,FALSE
,Hester,Foster,Mercy,spectrum,Present and accounted for,Osiris,FALSE
,Rikuto,Howard,Ambition,immortal,Present and accounted for,Osiris,FALSE
,Alvena,Mitchell,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Hervey,Padmore,Intelligence,immortal,Present and accounted for,Ellarion,FALSE
,Kazue,Elliston,Purity,immortal,Present and accounted for,Caelena,FALSE
,Dorothea,Parris,Ambition,harbinger,Present and accounted for,Ellarion,FALSE
,Morgana,Pender,Justice,inferno,Present and accounted for,Ellarion,FALSE
,Gaz,Bullock,Industry,polaris,Present and accounted for,Osiris,FALSE
,Herbert,Sowards,Purity,immortal,Present and accounted for,Caelena,FALSE
,Aureole,Brent,Excellence,immortal,Present and accounted for,Osiris,FALSE
,Edytha,Best,Industry,aurora,Present and accounted for,Ellarion,FALSE
,Katerina,Armstrong,Compassion,discovery,Present and accounted for,Osiris,FALSE
,Evalyn,Herbertson,Confidence,spectrum,Present and accounted for,Osiris,FALSE
,Zara,Davis,Logic,whirlwind,Present and accounted for,Caelena,FALSE
,Tonya,Slater,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Bronislava,Welch,Fairness,cyclone,Present and accounted for,Osiris,FALSE
,Tawny,Roy,Purity,polaris,Present and accounted for,Osiris,FALSE
,Isabel,Ryder,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Darwin,George,Confidence,aurora,Present and accounted for,Ellarion,FALSE
,Kirill,Sanders,Industry,aurora,Present and accounted for,Osiris,FALSE
,Em,Simen,Tenacity,immortal,Present and accounted for,Osiris,FALSE
,Brantley,Tucker,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Jensen,Merritt,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Bailee,Robert,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Cliff,Jeanes,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Carla,Williamson,Ambition,cyclone,Present and accounted for,Caelena,FALSE
,Jodie,Adair,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Alexandrina,Stephenson,None,aries,Present and accounted for,Caelena,FALSE
,Daphne,Corwin,Intelligence,ravager,Present and accounted for,Osiris,FALSE
,Jewel,Morin,Purity,polaris,Present and accounted for,Osiris,FALSE
,Garland,Stacy,Strength,halo,Present and accounted for,Ellarion,FALSE
,Michiko,Pickle,Justice,spectrum,Present and accounted for,Ellarion,FALSE
,Manley,Sokolovsky,Logic,polaris,Present and accounted for,Ellarion,FALSE
,Jonie,Hathaway,Justice,cyclone,Present and accounted for,Ellarion,FALSE
,Bentley,Davidson,Mercy,spectrum,Present and accounted for,Caelena,FALSE
,Tracy,Crawford,Tranquility,polaris,Present and accounted for,Caelena,FALSE
,Grayson,Tsukuda,Tenacity,aurora,Present and accounted for,Ellarion,FALSE
,Kennedy,Sydney,Mercy,centurion,Present and accounted for,Caelena,FALSE
,Stafford,Morse,Intelligence,starfall,Present and accounted for,Caelena,FALSE
,Adella,Devereux,None,valor,Present and accounted for,Ellarion,FALSE
,Charmian,Massey,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Cybill,Derrick,Confidence,aurora,Present and accounted for,Caelena,FALSE
,Alecia,Romanov,Mercy,halo,Present and accounted for,Ellarion,FALSE
,Sterling,Itou,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Erik,Whittle,Justice,spectrum,Present and accounted for,Ellarion,FALSE
,Timur,Huxtable,Purity,taurus,Present and accounted for,Caelena,FALSE
,Eric,Marley,Logic,spectrum,Present and accounted for,Ellarion,FALSE
,Kirby,Haley,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Darcey,Womack,Dedication,discovery,Present and accounted for,Ellarion,FALSE
,Zara,Hibbert,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Marilou,Cotterill,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Wolfe,Darby,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Maksimilian,Hendry,None,cyclone,Present and accounted for,Caelena,FALSE
,Piers,Jephson,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Avgust,Ryder,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Lenox,Giffard,None,polaris,Present and accounted for,Osiris,FALSE
,Jenessa,Hedley,Defiance,starfall,Present and accounted for,Caelena,FALSE
,Symphony,Dalton,Industry,polaris,Present and accounted for,Ellarion,FALSE
,Ashton,Danell,None,spectrum,Present and accounted for,Osiris,FALSE
,Radcliff,Wood,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Silvia,Thwaite,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Harvey,Steed,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Heidi,Ware,Purity,halo,Present and accounted for,Osiris,FALSE
,Onisim,Abramson,Confidence,immortal,Present and accounted for,Caelena,FALSE
,Lou,Gray,Ambition,centurion,Present and accounted for,Caelena,FALSE
,Haruka,Welch,Hope,immortal,Present and accounted for,Osiris,FALSE
,Elizaveta,Aston,None,spectrum,Present and accounted for,Ellarion,FALSE
,Cho,Davison,Strength,immortal,Present and accounted for,Osiris,FALSE
,Geraldine,Speight,Defiance,cyclone,Present and accounted for,Osiris,FALSE
,Shania,Slater,Purity,polaris,Present and accounted for,Osiris,FALSE
,Shaylyn,Rowntree,Confidence,aurora,Present and accounted for,Caelena,FALSE
,Linda,Presley,Ambition,cyclone,Present and accounted for,Caelena,FALSE
,Klava,Acker,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Dortha,Kawaguchi,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Patti,Sheppard,Tranquility,aurora,Present and accounted for,Ellarion,FALSE
,Harlow,Traves,Mercy,discovery,Present and accounted for,Ellarion,FALSE
,Emalee,Emerson,Industry,spectrum,Present and accounted for,Osiris,FALSE
,Isidore,Holme,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Lauressa,Lynwood,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Megumi,Paige,Mercy,cyclone,Present and accounted for,Caelena,FALSE
,Totty,Weaver,Loyalty,centurion,Present and accounted for,Caelena,FALSE
,Stanislav,Eason,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Dorinda,Bryson,Mercy,vulture,Present and accounted for,Osiris,FALSE
,Kyla,Himura,Confidence,discovery,Present and accounted for,Ellarion,FALSE
,Jeannie,Radclyffe,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Patti,Haight,Kindness,polaris,Present and accounted for,Ellarion,FALSE
,Etta,Tupper,Purity,valkyrie,Present and accounted for,Ellarion,FALSE
,Anita,Parris,Loyalty,immortal,Present and accounted for,Ellarion,FALSE
,Ayame,Marsden,Strength,aurora,Present and accounted for,Caelena,FALSE
,Yui,Neil,Tranquility,halo,Present and accounted for,Caelena,FALSE
,Carolyn,Law,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Sparrow,Beckett,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Linette,Rasputin,Purity,inferno,Present and accounted for,Osiris,FALSE
,Wilmer,Jinks,Excellence,discovery,Present and accounted for,Ellarion,FALSE
,Seanna,Sessions,Purity,vulture,Present and accounted for,Ellarion,FALSE
,Lyle,Best,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Aki,Parrish,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Hiroki,Lynwood,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Kaylie,Harrelson,Purity,immortal,Present and accounted for,Osiris,FALSE
,Will,Sampson,Strength,immortal,Present and accounted for,Osiris,FALSE
,Adela,Michael,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Kipling,Terry,Generosity,aurora,Present and accounted for,Caelena,FALSE
,Jami,Scrivener,Excellence,centurion,Present and accounted for,Caelena,FALSE
,Morley,Sexton,Compassion,spectrum,Present and accounted for,Ellarion,FALSE
,Patti,Yakovlev,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Liza,Martel,Logic,immortal,Present and accounted for,Ellarion,FALSE
,Owen,Bird,Purity,cyclone,Present and accounted for,Ellarion,FALSE
,Corrie,Plaskett,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Saori,Stark,Purity,spectrum,Present and accounted for,Caelena,FALSE
,Brianne,Paris,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Wally,Boyce,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Brandi,Suzuki,Compassion,spectrum,Present and accounted for,Ellarion,FALSE
,Sloan,Fedorov,Mercy,immortal,Present and accounted for,Osiris,FALSE
,Jazmine,Granger,None,valkyrie,Present and accounted for,Ellarion,FALSE
,Pheobe,Randal,Industry,discovery,Present and accounted for,Ellarion,FALSE
,Ocean,Murgatroyd,Intelligence,immortal,Present and accounted for,Caelena,FALSE
,Alayna,Wright,Confidence,polaris,Present and accounted for,Osiris,FALSE
,Kenshin,Hawk,Mercy,harbinger,Present and accounted for,Ellarion,FALSE
,Riku,Trengove,Loyalty,discovery,Present and accounted for,Ellarion,FALSE
,Darleen,Blakeley,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Theresa,Himura,Loyalty,discovery,Present and accounted for,Ellarion,FALSE
,Madelaine,Samuel,Purity,envoy,Present and accounted for,Caelena,FALSE
,Honor,Burton,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Miu,Bentley,Mercy,polaris,Present and accounted for,Osiris,FALSE
,Dorean,Matthews,None,polaris,Present and accounted for,Ellarion,FALSE
,Ed,Royston,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Dwight,Blackman,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Jayda,Patton,Excellence,centurion,Present and accounted for,Ellarion,FALSE
,Graeme,Simen,None,whirlwind,Present and accounted for,Ellarion,FALSE
,Piers,Lovell,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Rue,Snyders,Hope,immortal,Present and accounted for,Osiris,FALSE
,Rylee,Hisakawa,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Kestrel,Wheeler,Logic,polaris,Present and accounted for,Ellarion,FALSE
,Hiram,Witherspoon,Strength,karma,Present and accounted for,Caelena,FALSE
,Ronald,Emerson,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Vincent,Burnham,Strength,aurora,Present and accounted for,Ellarion,FALSE
,Veniamin,Monday,Confidence,cyclone,Present and accounted for,Ellarion,FALSE
,Jayden,Krupin,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Delphia,Shimizu,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Ulyssa,Alberts,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Dale,Parrish,Confidence,immortal,Present and accounted for,Ellarion,FALSE
,Scarlett,Thorne,Purity,spectrum,Present and accounted for,Caelena,FALSE
,Joselyn,Lund,Industry,immortal,Present and accounted for,Osiris,FALSE
,Marylu,Harlow,Excellence,envoy,Present and accounted for,Ellarion,FALSE
,Wyatt,Poole,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Ewart,Varnham,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Alexandra,Jervis,Mercy,starfall,Present and accounted for,Ellarion,FALSE
,Cindra,Yamasaki,Dedication,discovery,Present and accounted for,Ellarion,FALSE
,Carlisle,Cory,Unity,halo,Present and accounted for,Ellarion,FALSE
,Ryanne,Adkins,Defiance,aurora,Present and accounted for,Ellarion,FALSE
,Ritchie,Yamashita,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Morgana,Cason,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Hank,Ely,Ambition,immortal,Present and accounted for,Ellarion,FALSE
,Jaron,Cookson,Hope,aurora,Present and accounted for,Ellarion,FALSE
,Wynne,Ueda,Mercy,polaris,Present and accounted for,Caelena,FALSE
,Deidre,Abraham,Mercy,centurion,Present and accounted for,Caelena,FALSE
,Brittania,Sappington,Justice,immortal,Present and accounted for,Osiris,FALSE
,Irene,Rogerson,Hope,starfall,Present and accounted for,Osiris,FALSE
,Christen,Abrams,Confidence,aurora,Present and accounted for,Caelena,FALSE
,Abigail,Miyamoto,Purity,starfall,Present and accounted for,Caelena,FALSE
,Tisha,Stone,None,spectrum,Present and accounted for,Caelena,FALSE
,Tye,Mounce,Hope,spectrum,Present and accounted for,Osiris,FALSE
,Yekaterina,Spooner,Defiance,marauder,Present and accounted for,Osiris,FALSE
,Tanner,Mori,Fairness,cyclone,Present and accounted for,Osiris,FALSE
,Owen,Skinner,Confidence,centurion,Present and accounted for,Caelena,FALSE
,Honoka,Hamilton,Fairness,polaris,Present and accounted for,Ellarion,FALSE
,Katheryn,Eads,Purity,starfall,Present and accounted for,Osiris,FALSE
,Akio,Bannister,None,starfall,Present and accounted for,Osiris,FALSE
,Shichiro,Tanaka,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Bernadette,Newman,Hope,harbinger,Present and accounted for,Ellarion,FALSE
,Sawyer,Andrews,Ambition,ravager,Present and accounted for,Osiris,FALSE
,Leanora,Monday,None,spectrum,Present and accounted for,Ellarion,FALSE
,Sabrina,Penny,Mercy,warrior,Present and accounted for,Ellarion,FALSE
,Ramsey,Stanley,Ambition,polaris,Present and accounted for,Caelena,FALSE
,Davy,Wiley,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Marcy,Dunn,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Zhannochka,Bates,Purity,discovery,Present and accounted for,Ellarion,FALSE
,Nikki,Rowe,Purity,immortal,Present and accounted for,Osiris,FALSE
,Dyson,Morse,Purity,whirlwind,Present and accounted for,Caelena,FALSE
,Orrell,Ayers,Hope,spectrum,Present and accounted for,Caelena,FALSE
,Kacie,Revie,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Anastasiya,Evanson,Excellence,cyclone,Present and accounted for,Caelena,FALSE
,Susanna,Abraham,Confidence,taurus,Present and accounted for,Ellarion,FALSE
,Schuyler,Page,None,immortal,Present and accounted for,Caelena,FALSE
,Evgeniy,Elder,Fairness,spectrum,Present and accounted for,Ellarion,FALSE
,Lyuba,Cason,Hope,immortal,Present and accounted for,Osiris,FALSE
,Sanya,Abrahamson,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Darien,Alexander,Fairness,immortal,Present and accounted for,Osiris,FALSE
,Marni,Clifton,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Annis,Bourne,Purity,immortal,Present and accounted for,Ellarion,FALSE
,Filipp,Mercer,Hope,aurora,Present and accounted for,Ellarion,FALSE
,Gracelyn,Lindsey,Excellence,cyclone,Present and accounted for,Ellarion,FALSE
,Shonda,Graves,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Carrie,Henryson,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Petula,Harlan,Purity,karma,Present and accounted for,Caelena,FALSE
,Jocelyn,Tracy,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Patsy,Jordan,Unity,aurora,Present and accounted for,Osiris,FALSE
,Charmaine,Woodrow,Hope,aurora,Present and accounted for,Ellarion,FALSE
,Vitaliy,Randell,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Orinda,Morce,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Elsie,Herberts,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Zechariah,Waterman,Tenacity,polaris,Present and accounted for,Ellarion,FALSE
,Jim,Head,Defiance,spectrum,Present and accounted for,Ellarion,FALSE
,Dorothy,Hardy,None,polaris,Present and accounted for,Ellarion,FALSE
,Ceara,Barlow,Purity,immortal,Present and accounted for,Osiris,FALSE
,Grayson,Lowry,Ambition,spectrum,Present and accounted for,Osiris,FALSE
,Tatyana,Triggs,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Wallace,Harlan,Strength,ravager,Present and accounted for,Osiris,FALSE
,Kostya,Overton,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Val,Braxton,Purity,aries,Present and accounted for,Ellarion,FALSE
,Reuben,Farmer,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Elly,Wilkins,None,centurion,Present and accounted for,Caelena,FALSE
,Tia,Hampson,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Albie,Romanov,Ambition,immortal,Present and accounted for,Osiris,FALSE
,Gervase,Purcell,Purity,immortal,Present and accounted for,Caelena,FALSE
,Foster,Baines,Loyalty,halo,Present and accounted for,Osiris,FALSE
,Emmalyn,Aaron,Industry,whirlwind,Present and accounted for,Caelena,FALSE
,Cristen,Norris,Defiance,immortal,Present and accounted for,Osiris,FALSE
,Ryder,Ellison,Ambition,vulture,Present and accounted for,Osiris,FALSE
,Faron,Harley,None,polaris,Present and accounted for,Ellarion,FALSE
,Wiley,Wilbur,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Gretchen,Hightower,Confidence,cyclone,Present and accounted for,Caelena,FALSE
,Montgomery,Garnett,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Juliya,Lukeson,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Aleksandr,Ashley,Generosity,aurora,Present and accounted for,Ellarion,FALSE
,Cheri,Abe,Intelligence,spectrum,Present and accounted for,Ellarion,FALSE
,Blythe,Woodhams,Intelligence,halo,Present and accounted for,Ellarion,FALSE
,Brannon,Hendry,Confidence,halo,Present and accounted for,Ellarion,FALSE
,Essence,Waters,Excellence,cyclone,Present and accounted for,Caelena,FALSE
,Verity,Thomson,Dedication,immortal,Present and accounted for,Ellarion,FALSE
,Colene,Clayton,Mercy,centurion,Present and accounted for,Caelena,FALSE
,Ayane,Samuel,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Jenessa,Cock,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Dominic,Albert,Purity,immortal,Present and accounted for,Osiris,FALSE
,Cal,Batts,Confidence,starfall,Present and accounted for,Osiris,FALSE
,Cathleen,Bailey,Generosity,halo,Present and accounted for,Osiris,FALSE
,Kaden,Kendall,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Lana,Pocock,Purity,polaris,Present and accounted for,Caelena,FALSE
,Lester,Rowbottom,Mercy,immortal,Present and accounted for,Osiris,FALSE
,Phyllis,Ashworth,Loyalty,immortal,Present and accounted for,Caelena,FALSE
,Jena,Sumner,Strength,spectrum,Present and accounted for,Caelena,FALSE
,Brady,Goode,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Rolf,Henry,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Darin,Giffard,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Keaton,Virgo,Hope,starfall,Present and accounted for,Caelena,FALSE
,Finnegan,Goffe,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Angus,Fortune,Tranquility,valkyrie,Present and accounted for,Osiris,FALSE
,Allie,Banner,Defiance,starfall,Present and accounted for,Osiris,FALSE
,Shaw,Black,Defiance,spectrum,Present and accounted for,Ellarion,FALSE
,Romaine,Millard,Fairness,spectrum,Present and accounted for,Caelena,FALSE
,Romayne,Christopherson,Defiance,valkyrie,Present and accounted for,Ellarion,FALSE
,Clinton,Firmin,Purity,halo,Present and accounted for,Ellarion,FALSE
,Hyrum,Millhouse,Intelligence,halo,Present and accounted for,Ellarion,FALSE
,Rodya,Payton,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Marva,Royceston,Generosity,whirlwind,Present and accounted for,Caelena,FALSE
,Natsumi,Tuft,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Codie,Wallis,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Geoff,Bolton,None,immortal,Present and accounted for,Ellarion,FALSE
,Farley,Durant,Loyalty,aurora,Present and accounted for,Ellarion,FALSE
,Max,Hibbert,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Alf,Outlaw,None,polaris,Present and accounted for,Ellarion,FALSE
,Murphy,Brent,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Davy,Mondy,Confidence,immortal,Present and accounted for,Osiris,FALSE
,Michelyne,Todd,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Henry,Eliot,Intelligence,starfall,Present and accounted for,Osiris,FALSE
,Leighton,Hedley,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Valentin,Merrill,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Deniece,Patrickson,Confidence,immortal,Present and accounted for,Ellarion,FALSE
,Tami,Sidney,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Gerald,Akerman,Confidence,taurus,Present and accounted for,Caelena,FALSE
,Virgee,Pocock,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Gregg,Blackman,Defiance,polaris,Present and accounted for,Osiris,FALSE
,Fran,Day,Fairness,spectrum,Present and accounted for,Ellarion,FALSE
,Silvia,Hammond,Intelligence,warrior,Present and accounted for,Ellarion,FALSE
,Petunia,Yates,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Lavrenty,Spence,Justice,starfall,Present and accounted for,Osiris,FALSE
,Miranda,Cotterill,Tranquility,polaris,Present and accounted for,Ellarion,FALSE
,Delicia,Mayer,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Albie,Georgeson,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Ethelred,Hayashi,Justice,cyclone,Present and accounted for,Osiris,FALSE
,Marleen,Rasputin,Confidence,whirlwind,Present and accounted for,Ellarion,FALSE
,Bevis,Booth,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Jerri,Wiley,Fairness,whirlwind,Present and accounted for,Ellarion,FALSE
,Riko,Henryson,Loyalty,centurion,Present and accounted for,Ellarion,FALSE
,Bradford,Bloodworth,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Barbie,Buckley,Compassion,halo,Present and accounted for,Osiris,FALSE
,Tricia,Watts,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Chouko,Todd,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Zelma,Massey,Hope,cyclone,Present and accounted for,Caelena,FALSE
,Zak,Butler,Excellence,polaris,Present and accounted for,Caelena,FALSE
,Yegor,Henry,Defiance,centurion,Present and accounted for,Caelena,FALSE
,Kristeen,Haight,Defiance,whirlwind,Present and accounted for,Osiris,FALSE
,Haruto,Akers,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Doria,Leach,Purity,centurion,Present and accounted for,Caelena,FALSE
,Ania,Wolf,Hope,whirlwind,Present and accounted for,Caelena,FALSE
,Duke,Garfield,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Alyson,Hope,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Livvy,Jordan,Defiance,immortal,Present and accounted for,Osiris,FALSE
,Yura,Cooke,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Simone,Wallis,Defiance,cyclone,Present and accounted for,Ellarion,FALSE
,Ezekiel,Christopherson,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Moriah,Stephens,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Shevaun,Sergeant,Excellence,memory,Present and accounted for,Ellarion,FALSE
,Lennard,Stacy,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Adria,Fuller,None,vulture,Present and accounted for,Osiris,FALSE
,Yuliy,Linton,Mercy,polaris,Present and accounted for,Ellarion,FALSE
,Alisha,Itou,Kindness,immortal,Present and accounted for,Ellarion,FALSE
,Mallory,Donalds,Confidence,immortal,Present and accounted for,Ellarion,FALSE
,Coy,Wakefield,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Royston,Seymour,Defiance,valkyrie,Present and accounted for,Ellarion,FALSE
,Kolleen,Daniel,Logic,polaris,Present and accounted for,Ellarion,FALSE
,Ora,Peterson,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Patya,Byrd,Purity,arthas,Present and accounted for,Ellarion,FALSE
,Kathy,Robertson,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Fleur,Paternoster,Strength,marauder,Present and accounted for,Ellarion,FALSE
,Yaroslava,Jarrett,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,September,Leonardson,Purity,taurus,Present and accounted for,Ellarion,FALSE
,Sylvia,Patton,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Feliks,Courtenay,Loyalty,centurion,Present and accounted for,Ellarion,FALSE
,Marfa,Keighley,Mercy,polaris,Present and accounted for,Ellarion,FALSE
,Desmond,Sommer,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Cohen,Morse,Excellence,aurora,Present and accounted for,Osiris,FALSE
,Vassily,Wilkinson,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Jimi,Miyamoto,Purity,polaris,Present and accounted for,Osiris,FALSE
,Molly,Bloxham,None,cyclone,Present and accounted for,Caelena,FALSE
,Sharmaine,Cobb,Purity,halo,Present and accounted for,Ellarion,FALSE
,Janet,Virgo,Loyalty,discovery,Present and accounted for,Ellarion,FALSE
,Darcy,Clarke,Ambition,polaris,Present and accounted for,Osiris,FALSE
,Rosanne,Wray,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Giselle,Payne,Loyalty,immortal,Present and accounted for,Osiris,FALSE
,Vance,Nakamura,Loyalty,immortal,Present and accounted for,Ellarion,FALSE
,Bryant,Tipton,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Emerson,Sims,Logic,spectrum,Present and accounted for,Ellarion,FALSE
,Anton,Bonney,Ambition,harbinger,Present and accounted for,Ellarion,FALSE
,Rachyl,Spence,Confidence,immortal,Present and accounted for,Osiris,FALSE
,Jez,Phillips,Purity,immortal,Present and accounted for,Osiris,FALSE
,Sergei,Tennyson,Tranquility,harbinger,Present and accounted for,Ellarion,FALSE
,Theodora,Marsden,Confidence,warrior,Present and accounted for,Ellarion,FALSE
,Edmund,Ash,Purity,spectrum,Present and accounted for,Caelena,FALSE
,Gwendolyn,Davis,Hope,starfall,Present and accounted for,Osiris,FALSE
,Barclay,Mathewson,Purity,starfall,Present and accounted for,Osiris,FALSE
,Meriel,Haynes,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Wakana,Selby,Hope,starfall,Present and accounted for,Osiris,FALSE
,Lawrie,Lindsey,Industry,spectrum,Present and accounted for,Osiris,FALSE
,Elliot,Parris,Defiance,spectrum,Present and accounted for,Ellarion,FALSE
,Jami,Austin,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Frederick,Wyatt,Industry,immortal,Present and accounted for,Osiris,FALSE
